pop,Elev_class,Elev_m,Latitude,Longitude,timeframe,year,cwd,pck,ppt,tmn,tmx,ann_tmean,mean_diurnal_range,temp_seasonality,temp_ann_range,ann_ppt,ppt_seasonality,tmean_wettest_month,tmean_driest_month,ppt_warmest_month,ppt_coldest_month,Season
BH,low,511,37.40985,-119.96458,recent,2025,74.08818123557346,0,42.11454476009722,9.989999803629782,23.018181627446936,16.50409071553836,13.028181823817155,7.056183377294586,32.570001244544954,463.2599923610694,118.66142391598585,10.519999742507924,24.759999275207498,1.79999995231628,17.5599994659424,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1965,57.34750064214071,622.146666208903,159.0249989827474,-1.5908334354559581,11.723333438237509,5.066250001390775,13.314166873693466,5.942346979618439,29.829999446868896,1908.2999877929688,135.75161910798295,-1.4500000476837158,14.229999542236328,16.3700008392334,779.19000244140625,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1966,67.11416657765706,181.82916895548502,75.26083314496402,-0.9758332471052805,13.492500146230062,6.25833344956239,14.468333393335342,7.17206086263199,35.980000495910645,903.1299977395684,129.1255058522264,1.875,8.835000455379486,9.609999656677246,101.33000183105467,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1967,51.13666661580404,392.01916790008545,157.67749832073847,-0.7933333019415537,12.044166704018911,5.625416701038678,12.837500005960464,6.8766057621545595,32.55999946594238,1892.1299798488617,91.46876441929493,-0.6050000190734863,15.700000286102295,49.34000015258789,328.67999267578125,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1968,64.4025011062622,132.63750203450522,79.51250060399373,-0.26250001043081267,12.583333373069763,6.160416681319475,12.845833383500576,6.150998194483616,31.749999046325687,954.1500072479248,84.12326979445524,-1.2650001049041748,16.10999965667725,2.9000000953674316,151.22000122070313,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1969,62.715000788370766,569.1874949137369,163.9816681543986,-0.8841666976610819,11.351666600753864,5.2337499515463906,12.235833298414946,7.128134360848293,32.53000068664551,1967.7800178527832,123.35485938173339,-1.4250000715255737,15.5600004196167,0,342.4800109863281,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1970,61.90083328882854,328.36333719889325,115.5091662382086,-0.3500000151495139,12.575833400090536,6.1129166924705105,12.92583341524005,6.349261855888831,31.260000228881836,1386.1099948585033,134.65393960581,-0.8949999809265137,16.105000019073486,0,533.1099853515625,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1971,55.0666663646698,327.200829188029,116.53666710853577,-1.3583333392937977,11.280833393335342,4.961250027020772,12.63916673262914,6.606652036349075,32.34000110626221,1398.4400053024292,116.41530407541347,-3.9400001168251038,15.094999551773071,13.369999885559082,417.69000244140625,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1972,64.3583333492279,205.3416690826416,93.43833260207127,-0.9666667133569719,12.101666601995626,5.567499944319327,13.0683333153526,6.777403114072551,34.30999946594238,1121.2599912248552,102.47642544799577,-4.975000187754632,16.104999542236328,0.05999999865889549,337.6499938964844,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1973,61.05999994277954,338.31083424886066,114.82250066598256,-1.145833303531011,12.077500025431315,5.465833360950152,13.223333328962326,7.222544849216757,32.53999900817871,1377.8700079917908,93.22624928017252,-2.8049999475479126,12.975000143051147,10.84000015258789,193.22999572753903,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1974,56.75000063578288,426.60999298095703,142.92749905586243,-0.7125000196198622,12.881666620572409,6.0845833004762735,13.59416664019227,6.85384607385164,31.030000686645508,1715.1299886703491,101.4629758614724,0.125,14.62000036239624,19.049999237060547,188.7899932861328,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1975,57.374999364217125,262.77249781290686,126.3950007756551,-1.692500005165736,11.792499959468842,5.049999977151552,13.484999964634577,6.802759141385564,31.190000534057617,1516.7400093078613,90.22250768864393,-1.9649999141693115,15.070000171661377,1.5,175.00999450683594,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1976,59.106666564941406,24.741666180236884,52.74250022570292,-1.0700000077486038,12.750833431879679,5.8404167120655375,13.820833439628283,5.805315966635162,30.899999618530273,632.9100027084351,64.32845279030398,-1.0750000476837158,10.40000033378601,32.83000183105469,123.48999786376952,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1977,64.17583322525024,25.4950008392334,42.40583382050196,-0.34083330631256104,13.834166844685873,6.746666769186656,14.175000150998434,6.644634339094508,33.61000061035156,508.87000584602356,88.49135450716088,2.3300000429153442,16.580000400543213,3.359999895095825,74.19999694824219,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1978,60.08499987920125,303.353333791097,145.19583348433176,-0.23833326250314713,12.861666878064474,6.3116668077806635,13.100000140567621,5.995708159869889,29.90000057220459,1742.3500018119812,93.70703392014967,-0.9649999141693115,10.550000309944151,9.369999885559082,234.6499938964844,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1979,58.06166617075603,250.42667134602863,106.96416661143303,-1.1491667280594509,12.279999742905298,5.565416507422924,13.42916647096475,7.307610920149379,32.670000076293945,1283.5699993371964,88.9821775944203,-2.634999990463257,14.674999475479126,35.56999969482422,273.32000732421875,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1980,59.18250068028768,307.8633330663045,128.11166548728943,-0.36250003178914386,12.0949999888738,5.866249978542328,12.457500020662943,5.891461853038121,30,1537.3399858474731,115.98670057198022,-0.125,14.524999618530273,23.850000381469727,114.66000366210938,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1981,68.26583369572957,74.9691678682963,80.98416592180729,0.8266667500138283,13.740833361943563,7.283750055978696,12.914166611929735,6.399923039407557,31.03000020980835,971.8099910616875,93.47642060910982,1.1850000619888306,13.765000104904175,0.5,105.76000213623048,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1982,55.02333402633667,481.3508415222168,192.48583360513052,-0.2841666589180628,11.05166651805242,5.383749929567178,11.335833176970482,6.223329584817921,30.239999294281006,2309.830003261566,74.1212459974269,2.490000009536743,14.59999942779541,14.529999732971191,358.760009765625,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1983,55.818332513173424,572.2466621398926,171.19833087921143,-0.39249996903042,10.874166528383892,5.240833279676735,11.266666497414311,6.2583473964047425,26.839999198913578,2054.379970550537,83.30123166359245,-1.084999918937683,12.83500027656555,47.54999923706055,281.17999267578125,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1984,58.88583326339722,491.68250020345056,140.96666951974234,0.2508332629998525,12.100833316644033,6.175833289821942,11.85000005364418,6.829179957362576,31.079999923706055,1691.600034236908,127.32826022544764,0.5150001049041748,15.995000362396238,25.229999542236328,198.33999633789065,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1985,65.15250015258789,205.69916788736978,87.07249943415324,0.038333276907602944,12.36333336432775,6.200833320617676,12.325000087420145,7.325908809495575,32.24999952316284,1044.8699932098389,117.79242436774149,0.24000000953674316,8.019999921321869,12,65.839996337890625,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1986,60.03166675567627,331.13083267211914,144.96833115816116,0.7291667163372039,12.615833322207134,6.672500019272169,11.88666660586993,5.97937874847338,29.55000066757202,1739.619973897934,131.94357073105633,0.25,17.480000495910645,1.5299999713897705,266.44000244140625,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1987,69.54666741689046,70.54833328723907,57.57916686932246,1.2066666139289737,14.097499966621399,7.652083290275186,12.890833352692425,6.934062289281738,32.489999771118164,690.9500024318695,107.3155122167442,-0.8400001525878906,17.544999599456787,1.7000000476837158,148.38999938964844,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1988,69.35916598637898,109.82750193277995,58.728334188461304,1.0483333853383858,13.870833377043406,7.459583381190896,12.82249999170502,7.323951576269472,33.049999713897705,704.7400102615356,117.56868511455444,-3.1149998903274536,12.544999599456789,6.679999828338623,220.0500030517578,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1989,60.2441668510437,195.05249786376953,119.84416743585219,0.2816666290163994,12.060000022252401,6.1708333256344,11.778333393236002,6.901030863217729,31.690000534057617,1438.1300092302263,92.421806613510185,1.6749999523162842,17.19000005722046,0.05999999865889549,113.41999816894533,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1990,60.9358336130778,52.6308339436849,69.62166647116344,0.792499929666519,13.610000014305115,7.201249971985817,12.817500084638596,6.380079419156499,33.34000015258789,835.4599976539612,80.92050856896326,-0.4399998188018799,2.9099998474121103,21.280000686645508,139.1999969482422,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1991,54.110000133514404,92.27750031153361,83.48249999682109,0.29499997695287056,12.6375000278155,6.466250002384186,12.34250005086263,6.988866616207304,32.17000102996826,1001.789999961853,149.3788006250954,-2.865000009536743,15.854999542236328,19.920000076293945,469.6199951171875,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1992,60.285833517710365,49.12250010172526,74.79499951998393,1.5983332693576815,13.839166601498922,7.718749935428302,12.240833332141241,6.175181620958815,29.809999465942383,897.5399942398071,82.44820989736039,0.7099999189376831,13.930000066757202,35.68000030517578,54.709999084472656,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1993,58.28166707356771,391.4499969482422,128.24499948477992,-0.31333328286806744,12.034166763226192,5.860416740179062,12.34750004609426,6.629391737292251,30.220000743865967,1538.9399938173592,118.60604464381362,-2.929999887943268,14.080000162124634,0.9399999976158142,413.9100036621094,Water Year
CP2_garden,high,2244,38.66169,-120.13065,historic,1994,68.6941663424174,79.23000144958496,61.365000211944185,0.4633333658178647,13.68666676680247,7.075000066310167,13.223333400984606,7.100122957844616,34.230000495910645,736.3800025433302,101.08661718932231,-2.370000123977661,17.750000476837158,1.399999976158142,227.22000122070313,Water Year
CP2_garden,high,2244,38.66169,-120.13065,recent,1995,52.89333359400432,604.8291753133138,168.18333188273633,-0.4766666640837987,11.865000247955322,5.6941667919357615,12.341666912039122,6.809752413120119,31.260000705718994,2018.199982592836,117.27705502603585,-0.1399998664855957,14.585000276565552,0.949999988079071,316.6400146484375,Water Year
CP2_garden,high,2244,38.66169,-120.13065,recent,1996,53.825834115346275,286.3983345031738,138.0033299525579,0.8766667197148004,13.579166889190674,7.227916804452737,12.702500169475874,6.405414591693815,30.220000743865967,1656.0399594306946,98.44090142550907,0.25999999046325684,17.9350004196167,4.599999904632568,342.8599853515625,Water Year
